Lineup_Players,Team,Games,Minutes,Plus_Minus,Player_1,Player_2,Player_3,Player_4,Player_5
R. Westbrook - J. Harden - N. Powell - D. Theis - K. Brown,LAC,7,33.893333,23.0,R. Westbrook,J. Harden,N. Powell,D. Theis,K. Brown
J. Richardson - B. Adebayo - C. Martin - T. Herro - J. Jaquez Jr.,MIA,4,33.871667,3.0,J. Richardson,B. Adebayo,C. Martin,T. Herro,J. Jaquez Jr.
D. Bertans - V. Micic - M. Bridges - A. Pokusevski - N. Richards,CHA,12,33.833333,3.0,D. Bertans,V. Micic,M. Bridges,A. Pokusevski,N. Richards
S. Gilgeous-Alexander - L. Dort - A. Wiggins - C. Holmgren - J. Williams,OKC,18,33.755,2.0,S. Gilgeous-Alexander,L. Dort,A. Wiggins,C. Holmgren,J. Williams
K. Olynyk - C. Sexton - T. Horton-Tucker - W. Kessler - S. Fontecchio,UTA,6,33.74,9.0,K. Olynyk,C. Sexton,T. Horton-Tucker,W. Kessler,S. Fontecchio
T. Hardaway Jr. - D. Powell - L. Doncic - G. Williams - J. Green,DAL,12,33.733333,-18.0,T. Hardaway Jr.,D. Powell,L. Doncic,G. Williams,J. Green
S. Dinwiddie - R. O'Neale - M. Bridges - N. Claxton - C. Johnson,BKN,13,33.611667,10.0,S. Dinwiddie,R. O'Neale,M. Bridges,N. Claxton,C. Johnson
D. Sabonis - D. Fox - M. Monk - K. Murray - K. Ellis,SAC,8,33.605,-12.0,D. Sabonis,D. Fox,M. Monk,K. Murray,K. Ellis
R. Westbrook - P. George - N. Powell - I. Zubac - T. Mann,LAC,9,33.603333,27.0,R. Westbrook,P. George,N. Powell,I. Zubac,T. Mann
B. Bogdanovic - D. Murray - O. Okongwu - S. Bey - T. Forrest,ATL,8,33.533333,-4.0,B. Bogdanovic,D. Murray,O. Okongwu,S. Bey,T. Forrest
Z. Collins - K. Johnson - J. Champagnie - J. Sochan - V. Wembanyama,SAS,3,33.533333,2.0,Z. Collins,K. Johnson,J. Champagnie,J. Sochan,V. Wembanyama
B. Bogdanovic - K. Hayes - I. Livers - J. Ivey - J. Duren,DET,3,33.483333,-10.0,B. Bogdanovic,K. Hayes,I. Livers,J. Ivey,J. Duren
B. Beal - J. Nurkic - D. Booker - G. Allen - C. Metu,PHX,3,33.433333,1.0,B. Beal,J. Nurkic,D. Booker,G. Allen,C. Metu
M. Turner - B. Hield - T. Haliburton - A. Nesmith - B. Mathurin,IND,10,33.291667,7.0,M. Turner,B. Hield,T. Haliburton,A. Nesmith,B. Mathurin
J. Grant - D. Ayton - M. Thybulle - S. Mays - S. Sharpe,POR,5,33.266667,-11.0,J. Grant,D. Ayton,M. Thybulle,S. Mays,S. Sharpe
J. Grant - A. Simons - D. Ayton - S. Sharpe - T. Camara,POR,3,33.216667,-10.0,J. Grant,A. Simons,D. Ayton,S. Sharpe,T. Camara
D. Mitchell - J. Allen - M. Strus - I. Okoro - E. Mobley,CLE,8,33.203333,-4.0,D. Mitchell,J. Allen,M. Strus,I. Okoro,E. Mobley
K. Olynyk - J. Clarkson - L. Markkanen - J. Collins - C. Sexton,UTA,10,33.146667,0.0,K. Olynyk,J. Clarkson,L. Markkanen,J. Collins,C. Sexton
D. DeRozan - A. Drummond - A. Caruso - J. Carter - D. Terry,CHI,9,33.105,9.0,D. DeRozan,A. Drummond,A. Caruso,J. Carter,D. Terry
K. Johnson - D. Vassell - T. Jones - J. Champagnie - V. Wembanyama,SAS,9,33.04,25.0,K. Johnson,D. Vassell,T. Jones,J. Champagnie,V. Wembanyama
R. O'Neale - D. Smith Jr. - M. Bridges - N. Claxton - C. Thomas,BKN,10,33.006667,-3.0,R. O'Neale,D. Smith Jr.,M. Bridges,N. Claxton,C. Thomas
D. Bertans - M. Bridges - G. Williams - A. Pokusevski - T. Mann,CHA,8,33.0,-18.0,D. Bertans,M. Bridges,G. Williams,A. Pokusevski,T. Mann
K. Olynyk - B. Brown - R. Barrett - I. Quickley - G. Dick,TOR,7,32.983333,-28.0,K. Olynyk,B. Brown,R. Barrett,I. Quickley,G. Dick
K. Irving - T. Hardaway Jr. - L. Doncic - G. Williams - D. Lively II,DAL,9,32.955,19.0,K. Irving,T. Hardaway Jr.,L. Doncic,G. Williams,D. Lively II
D. DeRozan - A. Drummond - A. Caruso - J. Carter - P. Williams,CHI,7,32.883333,2.0,D. DeRozan,A. Drummond,A. Caruso,J. Carter,P. Williams
J. Collins - C. Sexton - T. Hendricks - K. George - B. Sensabaugh,UTA,3,32.816667,-10.0,J. Collins,C. Sexton,T. Hendricks,K. George,B. Sensabaugh
T. McConnell - O. Toppin - T. Haliburton - J. Smith - B. Sheppard,IND,14,32.683333,13.0,T. McConnell,O. Toppin,T. Haliburton,J. Smith,B. Sheppard
D. Wright - M. Bagley III - L. Shamet - C. Kispert - B. Coulibaly,WAS,6,32.65,11.0,D. Wright,M. Bagley III,L. Shamet,C. Kispert,B. Coulibaly
B. Bogdanovic - J. Hart - J. Brunson - D. DiVincenzo - P. Achiuwa,NYK,9,32.615,-5.0,B. Bogdanovic,J. Hart,J. Brunson,D. DiVincenzo,P. Achiuwa
C. Paul - K. Thompson - A. Wiggins - T. Jackson-Davis - B. Podziemski,GSW,11,32.615,-24.0,C. Paul,K. Thompson,A. Wiggins,T. Jackson-Davis,B. Podziemski
L. Dort - J. Giddey - A. Wiggins - C. Holmgren - J. Williams,OKC,8,32.6,24.0,L. Dort,J. Giddey,A. Wiggins,C. Holmgren,J. Williams
R. Westbrook - J. Harden - P. George - N. Powell - I. Zubac,LAC,9,32.55,13.0,R. Westbrook,J. Harden,P. George,N. Powell,I. Zubac
R. Westbrook - P. George - K. Leonard - I. Zubac - B. Hyland,LAC,4,32.531667,16.0,R. Westbrook,P. George,K. Leonard,I. Zubac,B. Hyland
M. Muscala - T. Jones - K. Kuzma - J. Poole - D. Avdija,WAS,4,32.526667,-33.0,M. Muscala,T. Jones,K. Kuzma,J. Poole,D. Avdija
L. Kornet - S. Mykhailiuk - O. Brissett - P. Pritchard - S. Hauser,BOS,8,32.433333,18.0,L. Kornet,S. Mykhailiuk,O. Brissett,P. Pritchard,S. Hauser
R. Gobert - K. Anderson - N. Alexander-Walker - A. Edwards - J. McDaniels,MIN,21,32.331667,-17.0,R. Gobert,K. Anderson,N. Alexander-Walker,A. Edwards,J. McDaniels
D. Banton - S. Henderson - J. Walker - R. Rupert - D. Reath,POR,5,32.3,-34.0,D. Banton,S. Henderson,J. Walker,R. Rupert,D. Reath
T. Rozier - M. Bridges - P. Washington - L. Ball - B. Miller,CHA,2,32.295,4.0,T. Rozier,M. Bridges,P. Washington,L. Ball,B. Miller
T. Young - D. Schroder - B. Brown - G. Trent Jr. - S. Barnes,TOR,4,32.266667,11.0,T. Young,D. Schroder,B. Brown,G. Trent Jr.,S. Barnes
D. Sabonis - D. Fox - M. Monk - C. Duarte - K. Murray,SAC,10,32.258333,3.0,D. Sabonis,D. Fox,M. Monk,C. Duarte,K. Murray
C. Osman - Z. Collins - K. Johnson - D. Vassell - T. Jones,SAS,16,32.183333,-3.0,C. Osman,Z. Collins,K. Johnson,D. Vassell,T. Jones
J. Grant - M. Brogdon - A. Simons - D. Ayton - M. Thybulle,POR,7,32.11,0.0,J. Grant,M. Brogdon,A. Simons,D. Ayton,M. Thybulle
S. Gilgeous-Alexander - L. Dort - J. Giddey - J. Williams - J. Williams,OKC,17,32.071667,-3.0,S. Gilgeous-Alexander,L. Dort,J. Giddey,J. Williams,J. Williams
D. DeRozan - N. Vucevic - A. Caruso - T. Craig - C. White,CHI,10,32.058333,6.0,D. DeRozan,N. Vucevic,A. Caruso,T. Craig,C. White
K. Durant - E. Gordon - J. Nurkic - D. Booker - J. Okogie,PHX,7,31.988333,1.0,K. Durant,E. Gordon,J. Nurkic,D. Booker,J. Okogie
D. Gallinari - L. Shamet - D. Avdija - C. Kispert - B. Coulibaly,WAS,7,31.966667,21.0,D. Gallinari,L. Shamet,D. Avdija,C. Kispert,B. Coulibaly
O. Anunoby - J. Hart - J. Brunson - D. DiVincenzo - M. Robinson,NYK,5,31.916667,-3.0,O. Anunoby,J. Hart,J. Brunson,D. DiVincenzo,M. Robinson
D. DeRozan - A. Drummond - A. Caruso - J. Carter - A. Dosunmu,CHI,14,31.886667,12.0,D. DeRozan,A. Drummond,A. Caruso,J. Carter,A. Dosunmu
L. Dort - J. Giddey - C. Holmgren - J. Williams - C. Wallace,OKC,6,31.836667,-7.0,L. Dort,J. Giddey,C. Holmgren,J. Williams,C. Wallace
R. Jackson - K. Caldwell-Pope - A. Gordon - M. Porter Jr. - C. Braun,DEN,3,31.836667,4.0,R. Jackson,K. Caldwell-Pope,A. Gordon,M. Porter Jr.,C. Braun
J. Clarkson - K. Dunn - L. Markkanen - W. Kessler - B. Sensabaugh,UTA,3,31.833333,-17.0,J. Clarkson,K. Dunn,L. Markkanen,W. Kessler,B. Sensabaugh
S. Gilgeous-Alexander - L. Dort - I. Joe - J. Williams - C. Wallace,OKC,14,31.816667,23.0,S. Gilgeous-Alexander,L. Dort,I. Joe,J. Williams,C. Wallace
D. Gallinari - P. Beverley - G. Antetokounmpo - B. Portis - P. Connaughton,MIL,8,31.813333,-21.0,D. Gallinari,P. Beverley,G. Antetokounmpo,B. Portis,P. Connaughton
G. Hayward - T. Rozier - P. Washington - M. Williams - B. Miller,CHA,8,31.803333,0.0,G. Hayward,T. Rozier,P. Washington,M. Williams,B. Miller
J. Green - F. VanVleet - J. Green - J. Tate - A. Sengun,HOU,7,31.758333,-4.0,J. Green,F. VanVleet,J. Green,J. Tate,A. Sengun
B. Adebayo - C. Martin - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,5,31.743333,21.0,B. Adebayo,C. Martin,H. Highsmith,T. Herro,J. Jaquez Jr.
L. James - A. Davis - D. Russell - J. Vanderbilt - A. Reaves,LAL,7,31.698333,27.0,L. James,A. Davis,D. Russell,J. Vanderbilt,A. Reaves
C. LeVert - J. Allen - D. Garland - I. Okoro - E. Mobley,CLE,7,31.68,-24.0,C. LeVert,J. Allen,D. Garland,I. Okoro,E. Mobley
C. Capela - D. Murray - D. Hunter - G. Mathews - V. Krejci,ATL,11,31.65,5.0,C. Capela,D. Murray,D. Hunter,G. Mathews,V. Krejci
L. Kennard - J. Jackson Jr. - Z. Williams - S. Aldama - V. Williams Jr.,MEM,3,31.606667,-17.0,L. Kennard,J. Jackson Jr.,Z. Williams,S. Aldama,V. Williams Jr.
T. Jones - K. Kuzma - J. Poole - C. Kispert - B. Coulibaly,WAS,8,31.551667,-17.0,T. Jones,K. Kuzma,J. Poole,C. Kispert,B. Coulibaly
K. Lowry - B. Adebayo - C. Martin - T. Herro - J. Jaquez Jr.,MIA,3,31.55,3.0,K. Lowry,B. Adebayo,C. Martin,T. Herro,J. Jaquez Jr.
R. Jackson - M. Porter Jr. - Z. Nnaji - C. Braun - P. Watson,DEN,7,31.55,1.0,R. Jackson,M. Porter Jr.,Z. Nnaji,C. Braun,P. Watson
P. Siakam - A. Nembhard - T. Haliburton - A. Nesmith - I. Jackson,IND,8,31.543333,13.0,P. Siakam,A. Nembhard,T. Haliburton,A. Nesmith,I. Jackson
R. Gobert - K. Anderson - M. Morris - N. Alexander-Walker - A. Edwards,MIN,9,31.516667,-8.0,R. Gobert,K. Anderson,M. Morris,N. Alexander-Walker,A. Edwards
J. Valanciunas - B. Ingram - Z. Williamson - D. Daniels - J. Hawkins,NOP,3,31.515,6.0,J. Valanciunas,B. Ingram,Z. Williamson,D. Daniels,J. Hawkins
C. Boucher - G. Trent Jr. - P. Achiuwa - M. Flynn - S. Barnes,TOR,10,31.5,8.0,C. Boucher,G. Trent Jr.,P. Achiuwa,M. Flynn,S. Barnes
K. Durant - E. Gordon - D. Booker - R. O'Neale - G. Allen,PHX,8,31.475,18.0,K. Durant,E. Gordon,D. Booker,R. O'Neale,G. Allen
D. Bertans - V. Micic - M. Bridges - G. Williams - A. Pokusevski,CHA,11,31.466667,-36.0,D. Bertans,V. Micic,M. Bridges,G. Williams,A. Pokusevski
K. Thompson - K. Looney - J. Kuminga - L. Quinones - B. Podziemski,GSW,10,31.466667,23.0,K. Thompson,K. Looney,J. Kuminga,L. Quinones,B. Podziemski
J. Jackson Jr. - J. Konchar - S. Aldama - V. Williams Jr. - J. Gilyard,MEM,3,31.383333,-2.0,J. Jackson Jr.,J. Konchar,S. Aldama,V. Williams Jr.,J. Gilyard
D. Sabonis - M. Monk - C. Duarte - D. Mitchell - K. Murray,SAC,12,31.35,-5.0,D. Sabonis,M. Monk,C. Duarte,D. Mitchell,K. Murray
A. Simons - M. Thybulle - S. Henderson - J. Walker - D. Reath,POR,8,31.266667,9.0,A. Simons,M. Thybulle,S. Henderson,J. Walker,D. Reath
C. Paul - K. Thompson - D. Green - T. Jackson-Davis - B. Podziemski,GSW,7,31.228333,8.0,C. Paul,K. Thompson,D. Green,T. Jackson-Davis,B. Podziemski
J. Clarkson - L. Markkanen - C. Sexton - W. Kessler - S. Fontecchio,UTA,7,31.22,6.0,J. Clarkson,L. Markkanen,C. Sexton,W. Kessler,S. Fontecchio
T. Brown Jr. - C. Metu - J. Ivey - J. Duren - M. Sasser,DET,2,31.2,-4.0,T. Brown Jr.,C. Metu,J. Ivey,J. Duren,M. Sasser
A. Horford - J. Tatum - D. White - P. Pritchard - S. Hauser,BOS,11,31.133333,33.0,A. Horford,J. Tatum,D. White,P. Pritchard,S. Hauser
L. Markkanen - J. Collins - C. Sexton - W. Kessler - K. George,UTA,5,31.083333,0.0,L. Markkanen,J. Collins,C. Sexton,W. Kessler,K. George
D. DeRozan - A. Drummond - A. Caruso - A. Dosunmu - D. Terry,CHI,16,31.025,-1.0,D. DeRozan,A. Drummond,A. Caruso,A. Dosunmu,D. Terry
D. Sabonis - D. Fox - M. Monk - K. Huerter - K. Murray,SAC,13,30.995,5.0,D. Sabonis,D. Fox,M. Monk,K. Huerter,K. Murray
I. Smith - M. Bridges - N. Richards - B. McGowens - B. Miller,CHA,5,30.916667,-43.0,I. Smith,M. Bridges,N. Richards,B. McGowens,B. Miller
C. LeVert - G. Niang - D. Mitchell - J. Allen - S. Merrill,CLE,13,30.885,-21.0,C. LeVert,G. Niang,D. Mitchell,J. Allen,S. Merrill
K. Thompson - C. Joseph - D. Saric - J. Kuminga - B. Podziemski,GSW,7,30.853333,12.0,K. Thompson,C. Joseph,D. Saric,J. Kuminga,B. Podziemski
F. VanVleet - J. Green - A. Sengun - J. Smith Jr. - C. Whitmore,HOU,10,30.771667,12.0,F. VanVleet,J. Green,A. Sengun,J. Smith Jr.,C. Whitmore
S. Gilgeous-Alexander - K. Williams - L. Dort - J. Giddey - J. Williams,OKC,14,30.75,7.0,S. Gilgeous-Alexander,K. Williams,L. Dort,J. Giddey,J. Williams
B. Bogdanovic - B. Fernando - D. Hunter - J. Johnson - K. Bufkin,ATL,6,30.718333,-2.0,B. Bogdanovic,B. Fernando,D. Hunter,J. Johnson,K. Bufkin
B. Hield - A. Nembhard - A. Nesmith - J. Smith - B. Mathurin,IND,7,30.693333,10.0,B. Hield,A. Nembhard,A. Nesmith,J. Smith,B. Mathurin
R. Gobert - M. Morris - N. Reid - A. Edwards - J. McDaniels,MIN,10,30.675,2.0,R. Gobert,M. Morris,N. Reid,A. Edwards,J. McDaniels
S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - C. Wallace,OKC,20,30.648333,12.0,S. Gilgeous-Alexander,L. Dort,I. Joe,C. Holmgren,C. Wallace
B. Lopez - P. Beverley - D. Lillard - J. Crowder - M. Beasley,MIL,5,30.543333,7.0,B. Lopez,P. Beverley,D. Lillard,J. Crowder,M. Beasley
L. Nance Jr. - B. Ingram - N. Marshall - T. Murphy III - J. Alvarado,NOP,10,30.455,0.0,L. Nance Jr.,B. Ingram,N. Marshall,T. Murphy III,J. Alvarado
J. Randle - J. Brunson - D. DiVincenzo - M. Robinson - I. Quickley,NYK,8,30.45,-9.0,J. Randle,J. Brunson,D. DiVincenzo,M. Robinson,I. Quickley
S. Curry - V. Micic - M. Bridges - G. Williams - T. Mann,CHA,7,30.445,4.0,S. Curry,V. Micic,M. Bridges,G. Williams,T. Mann
K. Durant - B. Beal - D. Booker - R. O'Neale - G. Allen,PHX,8,30.441667,-4.0,K. Durant,B. Beal,D. Booker,R. O'Neale,G. Allen
G. Hayward - S. Gilgeous-Alexander - K. Williams - I. Joe - C. Wallace,OKC,7,30.403333,27.0,G. Hayward,S. Gilgeous-Alexander,K. Williams,I. Joe,C. Wallace
D. Mitchell - J. Allen - M. Strus - I. Okoro - S. Merrill,CLE,10,30.376667,9.0,D. Mitchell,J. Allen,M. Strus,I. Okoro,S. Merrill
D. Ayton - D. Banton - S. Henderson - J. Walker - R. Rupert,POR,6,30.371667,-22.0,D. Ayton,D. Banton,S. Henderson,J. Walker,R. Rupert
T. Hardaway Jr. - D. Exum - M. Kleber - L. Doncic - D. Lively II,DAL,8,30.341667,26.0,T. Hardaway Jr.,D. Exum,M. Kleber,L. Doncic,D. Lively II
R. Jackson - K. Caldwell-Pope - N. Jokic - M. Porter Jr. - P. Watson,DEN,20,30.331667,-13.0,R. Jackson,K. Caldwell-Pope,N. Jokic,M. Porter Jr.,P. Watson
L. James - D. Russell - C. Wood - J. Vanderbilt - M. Christie,LAL,5,30.263333,2.0,L. James,D. Russell,C. Wood,J. Vanderbilt,M. Christie
J. Butler - A. Gill - E. Omoruyi - J. Davis - B. Coulibaly,WAS,6,30.25,17.0,J. Butler,A. Gill,E. Omoruyi,J. Davis,B. Coulibaly
K. Olynyk - B. Brown - G. Trent Jr. - O. Agbaji - G. Dick,TOR,4,30.24,-32.0,K. Olynyk,B. Brown,G. Trent Jr.,O. Agbaji,G. Dick
C. Paul - S. Curry - K. Thompson - D. Green - A. Wiggins,GSW,13,30.195,-8.0,C. Paul,S. Curry,K. Thompson,D. Green,A. Wiggins
G. Harris - J. Ingles - W. Carter Jr. - J. Suggs - P. Banchero,ORL,12,30.141667,13.0,G. Harris,J. Ingles,W. Carter Jr.,J. Suggs,P. Banchero
K. Lowry - N. Batum - J. Embiid - K. Oubre Jr. - T. Maxey,PHI,2,30.133333,8.0,K. Lowry,N. Batum,J. Embiid,K. Oubre Jr.,T. Maxey
A. Davis - D. Russell - T. Prince - J. Vanderbilt - A. Reaves,LAL,8,30.02,0.0,A. Davis,D. Russell,T. Prince,J. Vanderbilt,A. Reaves
J. Clarkson - J. Collins - O. Yurtseven - S. Fontecchio - K. George,UTA,2,30.016667,-3.0,J. Clarkson,J. Collins,O. Yurtseven,S. Fontecchio,K. George
R. Jackson - N. Jokic - J. Murray - C. Braun - P. Watson,DEN,19,29.961667,16.0,R. Jackson,N. Jokic,J. Murray,C. Braun,P. Watson
P. Washington - L. Ball - T. Maledon - N. Richards - B. Miller,CHA,6,29.95,-4.0,P. Washington,L. Ball,T. Maledon,N. Richards,B. Miller
D. Schroder - D. Finney-Smith - M. Bridges - N. Claxton - J. Wilson,BKN,10,29.933333,-14.0,D. Schroder,D. Finney-Smith,M. Bridges,N. Claxton,J. Wilson
C. McCollum - Z. Williamson - H. Jones - T. Murphy III - D. Daniels,NOP,10,29.886667,17.0,C. McCollum,Z. Williamson,H. Jones,T. Murphy III,D. Daniels
M. Conley - R. Gobert - K. Anderson - S. Milton - N. Reid,MIN,13,29.883333,-14.0,M. Conley,R. Gobert,K. Anderson,S. Milton,N. Reid
A. Simons - D. Ayton - S. Henderson - K. Murray - T. Camara,POR,3,29.866667,-1.0,A. Simons,D. Ayton,S. Henderson,K. Murray,T. Camara
D. DeRozan - A. Drummond - J. Carter - P. Williams - A. Dosunmu,CHI,10,29.833333,4.0,D. DeRozan,A. Drummond,J. Carter,P. Williams,A. Dosunmu
A. Horford - J. Holiday - J. Tatum - D. White - S. Hauser,BOS,6,29.811667,9.0,A. Horford,J. Holiday,J. Tatum,D. White,S. Hauser
J. Poeltl - P. Siakam - O. Anunoby - G. Trent Jr. - S. Barnes,TOR,5,29.793333,-9.0,J. Poeltl,P. Siakam,O. Anunoby,G. Trent Jr.,S. Barnes
L. Markkanen - C. Sexton - T. Horton-Tucker - W. Kessler - S. Fontecchio,UTA,2,29.766667,17.0,L. Markkanen,C. Sexton,T. Horton-Tucker,W. Kessler,S. Fontecchio
A. Davis - C. Wood - T. Prince - R. Hachimura - A. Reaves,LAL,7,29.613333,14.0,A. Davis,C. Wood,T. Prince,R. Hachimura,A. Reaves
F. Korkmaz - D. House Jr. - M. Bamba - K. Martin - J. Springer,PHI,6,29.6,0.0,F. Korkmaz,D. House Jr.,M. Bamba,K. Martin,J. Springer
B. Lopez - K. Middleton - G. Antetokounmpo - C. Payne - M. Beasley,MIL,10,29.561667,-4.0,B. Lopez,K. Middleton,G. Antetokounmpo,C. Payne,M. Beasley
J. McGee - D. Fox - M. Monk - A. Vezenkov - C. Duarte,SAC,6,29.561667,16.0,J. McGee,D. Fox,M. Monk,A. Vezenkov,C. Duarte
A. Simons - D. Ayton - M. Thybulle - K. Murray - T. Camara,POR,6,29.516667,3.0,A. Simons,D. Ayton,M. Thybulle,K. Murray,T. Camara
C. LeVert - G. Niang - D. Mitchell - I. Okoro - E. Mobley,CLE,11,29.456667,-6.0,C. LeVert,G. Niang,D. Mitchell,I. Okoro,E. Mobley
K. Olynyk - J. Clarkson - L. Markkanen - W. Kessler - K. George,UTA,8,29.433333,19.0,K. Olynyk,J. Clarkson,L. Markkanen,W. Kessler,K. George
T. Hardaway Jr. - D. Powell - D. Jones Jr. - L. Doncic - G. Williams,DAL,9,29.433333,-19.0,T. Hardaway Jr.,D. Powell,D. Jones Jr.,L. Doncic,G. Williams
T. Jones - K. Kuzma - M. Bagley III - J. Poole - B. Coulibaly,WAS,8,29.433333,-8.0,T. Jones,K. Kuzma,M. Bagley III,J. Poole,B. Coulibaly
T. McConnell - B. Hield - O. Toppin - J. Smith - B. Mathurin,IND,9,29.343333,4.0,T. McConnell,B. Hield,O. Toppin,J. Smith,B. Mathurin
E. Gordon - J. Nurkic - D. Booker - K. Bates-Diop - J. Okogie,PHX,4,29.333333,9.0,E. Gordon,J. Nurkic,D. Booker,K. Bates-Diop,J. Okogie
J. Valančiūnas - C. McCollum - B. Ingram - N. Marshall - T. Murphy III,NOP,15,29.303333,-19.0,J. Valančiūnas,C. McCollum,B. Ingram,N. Marshall,T. Murphy III
B. Adebayo - C. Martin - D. Robinson - T. Herro - N. Jovic,MIA,3,29.3,8.0,B. Adebayo,C. Martin,D. Robinson,T. Herro,N. Jovic
B. Bogdanovic - M. Bagley III - I. Stewart - C. Cunningham - J. Ivey,DET,2,29.2,6.0,B. Bogdanovic,M. Bagley III,I. Stewart,C. Cunningham,J. Ivey
N. Vucevic - Z. LaVine - A. Caruso - C. White - P. Williams,CHI,10,29.158333,12.0,N. Vucevic,Z. LaVine,A. Caruso,C. White,P. Williams
N. Vucevic - A. Caruso - C. White - P. Williams - A. Dosunmu,CHI,6,29.133333,-24.0,N. Vucevic,A. Caruso,C. White,P. Williams,A. Dosunmu
M. Bridges - N. Claxton - C. Thomas - T. Watford - N. Clowney,BKN,5,29.083333,-22.0,M. Bridges,N. Claxton,C. Thomas,T. Watford,N. Clowney
D. Vassell - T. Jones - J. Champagnie - J. Sochan - D. Barlow,SAS,7,29.066667,4.0,D. Vassell,T. Jones,J. Champagnie,J. Sochan,D. Barlow
R. Jackson - N. Jokic - J. Strawther - C. Braun - P. Watson,DEN,13,29.06,7.0,R. Jackson,N. Jokic,J. Strawther,C. Braun,P. Watson
J. Holiday - J. Tatum - D. White - L. Kornet - S. Hauser,BOS,6,29.033333,7.0,J. Holiday,J. Tatum,D. White,L. Kornet,S. Hauser
L. Kornet - S. Mykhailiuk - P. Pritchard - J. Springer - S. Hauser,BOS,3,28.983333,33.0,L. Kornet,S. Mykhailiuk,P. Pritchard,J. Springer,S. Hauser
C. LeVert - D. Mitchell - J. Allen - M. Strus - E. Mobley,CLE,11,28.98,10.0,C. LeVert,D. Mitchell,J. Allen,M. Strus,E. Mobley
A. Horford - J. Brown - J. Tatum - D. White - S. Hauser,BOS,9,28.931667,11.0,A. Horford,J. Brown,J. Tatum,D. White,S. Hauser
C. Capela - B. Bogdanovic - D. Murray - O. Okongwu - S. Bey,ATL,6,28.916667,22.0,C. Capela,B. Bogdanovic,D. Murray,O. Okongwu,S. Bey
S. Curry - K. Thompson - A. Wiggins - K. Looney - J. Kuminga,GSW,13,28.906667,-27.0,S. Curry,K. Thompson,A. Wiggins,K. Looney,J. Kuminga
S. Gilgeous-Alexander - K. Williams - L. Dort - I. Joe - C. Wallace,OKC,12,28.89,-12.0,S. Gilgeous-Alexander,K. Williams,L. Dort,I. Joe,C. Wallace
G. Niang - J. Allen - D. Garland - D. Wade - I. Okoro,CLE,3,28.833333,-1.0,G. Niang,J. Allen,D. Garland,D. Wade,I. Okoro
R. Westbrook - J. Harden - P. George - K. Leonard - T. Mann,LAC,9,28.805,-7.0,R. Westbrook,J. Harden,P. George,K. Leonard,T. Mann
J. Valanciunas - C. McCollum - B. Ingram - H. Jones - D. Daniels,NOP,12,28.783333,-20.0,J. Valanciunas,C. McCollum,B. Ingram,H. Jones,D. Daniels
K. Olynyk - J. Clarkson - J. Collins - C. Sexton - K. George,UTA,8,28.783333,-5.0,K. Olynyk,J. Clarkson,J. Collins,C. Sexton,K. George
S. Dinwiddie - M. Bridges - C. Johnson - D. Sharpe - C. Thomas,BKN,11,28.783333,-5.0,S. Dinwiddie,M. Bridges,C. Johnson,D. Sharpe,C. Thomas
R. O'Neale - D. Finney-Smith - D. Smith Jr. - N. Claxton - C. Thomas,BKN,5,28.751667,12.0,R. O'Neale,D. Finney-Smith,D. Smith Jr.,N. Claxton,C. Thomas
K. Knox II - K. Hayes - I. Stewart - J. Ivey - J. Duren,DET,2,28.75,6.0,K. Knox II,K. Hayes,I. Stewart,J. Ivey,J. Duren
C. Paul - A. Wiggins - D. Saric - T. Jackson-Davis - B. Podziemski,GSW,7,28.746667,7.0,C. Paul,A. Wiggins,D. Saric,T. Jackson-Davis,B. Podziemski
B. Lopez - D. Lillard - K. Middleton - G. Antetokounmpo - A. Jackson Jr.,MIL,4,28.686667,15.0,B. Lopez,D. Lillard,K. Middleton,G. Antetokounmpo,A. Jackson Jr.
S. Gilgeous-Alexander - L. Dort - J. Giddey - A. Wiggins - C. Holmgren,OKC,8,28.673333,10.0,S. Gilgeous-Alexander,L. Dort,J. Giddey,A. Wiggins,C. Holmgren
L. James - A. Davis - T. Prince - J. Vanderbilt - C. Reddish,LAL,4,28.641667,6.0,L. James,A. Davis,T. Prince,J. Vanderbilt,C. Reddish
M. Conley - R. Gobert - K. Anderson - N. Reid - A. Edwards,MIN,15,28.618333,5.0,M. Conley,R. Gobert,K. Anderson,N. Reid,A. Edwards
J. Green - F. VanVleet - D. Brooks - J. Landale - J. Green,HOU,11,28.55,29.0,J. Green,F. VanVleet,D. Brooks,J. Landale,J. Green
B. Lopez - D. Lillard - B. Portis - P. Connaughton - A. Jackson Jr.,MIL,11,28.506667,-2.0,B. Lopez,D. Lillard,B. Portis,P. Connaughton,A. Jackson Jr.
C. Paul - K. Thompson - M. Moody - T. Jackson-Davis - B. Podziemski,GSW,8,28.505,-7.0,C. Paul,K. Thompson,M. Moody,T. Jackson-Davis,B. Podziemski
B. Bogdanovic - J. Hart - D. DiVincenzo - M. McBride - J. Sims,NYK,6,28.421667,-3.0,B. Bogdanovic,J. Hart,D. DiVincenzo,M. McBride,J. Sims
B. Bogdanovic - K. Hayes - I. Stewart - C. Cunningham - A. Thompson,DET,5,28.416667,-21.0,B. Bogdanovic,K. Hayes,I. Stewart,C. Cunningham,A. Thompson
